Date,Apt,Floor_plan,Beds/Baths,Rent,Deposit,Sq.Ft,Limited_Time_Offer,Available
20230426,talisman,C8 (2x2),2 Bed 2 Bath,"$3,131",$300,1155 sq.ft.,None,N/A
20230426,talisman,C11 (2x2),2 Bed 2 Bath,"$3,156",$300,1161 sq.ft.,None,N/A
20230426,talisman,C6 (2x2),2 Bed 2 Bath,ContactUs,$300,1170 sq.ft.,None,N/A
20230426,talisman,Loft Two Bedroom,2 Bed 2 Bath,ContactUs,$300,1362 sq.ft.,None,N/A
20230426,talisman,2x2 Plus,3 Bed 2 Bath,ContactUs,$300,1362 sq.ft.,None,N/A
20230426,talisman,Loft Three Bedroom,3 Bed 2 Bath,ContactUs,$300,1521 sq.ft.,None,N/A
20230426,modera,S01,Studio / 1 ba,"Starting from $1,929/month",$300,477+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230426,modera,S01L,Studio / 1 ba,"$2,672/month",$300,641+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230426,modera,S02,Studio / 1 ba,"Starting from $2,125/month",$300,498+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230426,modera,A03,1 bd/1 ba,"Starting from $1,651/month",$300,553+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230426,modera,A05,1 bd/1 ba,"Starting from $1,666/month",$300,596,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230426,modera,A06,1 bd/1 ba,"Starting from $1,866/month",$300,606,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230426,modera,A08,1 bd/1 ba,"Starting from $1,976/month",$300,670,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230426,modera,A09,1 bd/1 ba,"Starting from $1,931/month",$300,640,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230426,modera,A10,1 bd/1 ba,"Starting from $2,027/month",$300,672+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230426,modera,A12,1 bd/1 ba,"Starting from $2,216/month",$300,751+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230426,modera,A16D,1 bd/1 ba,"Starting from $2,575/month",$300,882,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230426,modera,B02,2 bd/2 ba,"Starting from $2,655/month",$300,989+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230426,modera,B03,2 bd/2 ba,"Starting from $2,950/month",$300,"1,039+",/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230426,modera,B07,2 bd/2 ba,"Starting from $3,035/month",$300,"1,233",/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230426,modera,S01L,Studio / 1 ba,"$2,672/month",$300,641+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
